system:index,area,class_id,file,territory,year,.geo
7_0_19,371769.215701243,41,mapbiomas_collection70_integration_v2,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_20,24728.3941250551,46,mapbiomas_collection70_integration_v2,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_21,1413.0635664062486,48,mapbiomas_collection70_integration_v2,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_0,1.1277704896254923E7,3,mapbiomas_collection70_integration_v2,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_1,3.4892330328939974E7,4,mapbiomas_collection70_integration_v2,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_2,61134.65991317694,5,mapbiomas_collection70_integration_v2,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_3,10203.81824100948,9,mapbiomas_collection70_integration_v2,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_4,2015887.0986241496,11,mapbiomas_collection70_integration_v2,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_5,6829659.346825751,12,mapbiomas_collection70_integration_v2,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_6,3868555.422918318,15,mapbiomas_collection70_integration_v2,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_7,300.9052155761709,20,mapbiomas_collection70_integration_v2,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_8,2452919.150449381,21,mapbiomas_collection70_integration_v2,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_9,102222.81537858438,23,mapbiomas_collection70_integration_v2,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_10,67144.10854436636,24,mapbiomas_collection70_integration_v2,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_11,229738.52273481185,25,mapbiomas_collection70_integration_v2,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_12,18259.636594781503,29,mapbiomas_collection70_integration_v2,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_13,411.10759755248944,30,mapbiomas_collection70_integration_v2,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_14,957.0606222412086,31,mapbiomas_collection70_integration_v2,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_15,7420.342052728334,32,mapbiomas_collection70_integration_v2,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_16,380927.3569705209,33,mapbiomas_collection70_integration_v2,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_17,358676.164264703,39,mapbiomas_collection70_integration_v2,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_18,9452.493685900747,40,mapbiomas_collection70_integration_v2,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_19,391478.81026750687,41,mapbiomas_collection70_integration_v2,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_20,23962.85856940929,46,mapbiomas_collection70_integration_v2,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_21,1290.5283230102534,48,mapbiomas_collection70_integration_v2,1,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
